state,year,month,unemployment_rate
District of Columbia,2019,06,5.5
District of Columbia,2019,07,5.4
District of Columbia,2019,08,5.3
District of Columbia,2019,09,5.2
District of Columbia,2019,10,5.2
District of Columbia,2019,11,5.2
District of Columbia,2019,12,5.4
District of Columbia,2020,01,5.5
District of Columbia,2020,02,5.7
District of Columbia,2020,03,5.8
District of Columbia,2020,04,11.3
District of Columbia,2020,05,8.8
District of Columbia,2020,06,8.6
District of Columbia,2020,07,8.7
District of Columbia,2020,08,8.5
District of Columbia,2020,09,8.6
District of Columbia,2020,10,8.3
District of Columbia,2020,11,8.0
District of Columbia,2020,12,7.8
District of Columbia,2021,01,7.3
District of Columbia,2021,02,7.0
District of Columbia,2021,03,7.0
District of Columbia,2021,04,7.0
District of Columbia,2021,05,7.1
District of Columbia,2021,06,7.2
District of Columbia,2021,07,7.1
District of Columbia,2021,08,7.0
District of Columbia,2021,09,6.6
District of Columbia,2021,10,6.5
District of Columbia,2021,11,6.3
District of Columbia,2021,12,6.1
District of Columbia,2022,01,5.9
District of Columbia,2022,02,5.5
District of Columbia,2022,03,5.2
District of Columbia,2022,04,4.9
District of Columbia,2022,05,4.6
District of Columbia,2022,06,4.4
District of Columbia,2022,07,4.2
District of Columbia,2022,08,4.0
District of Columbia,2022,09,4.2
District of Columbia,2022,10,4.3
District of Columbia,2022,11,4.5
District of Columbia,2022,12,4.7
District of Columbia,2023,01,4.8
District of Columbia,2023,02,4.8
District of Columbia,2023,03,4.8
District of Columbia,2023,04,4.8
District of Columbia,2023,05,4.8
District of Columbia,2023,06,4.7
District of Columbia,2023,07,4.8
District of Columbia,2023,08,4.8
District of Columbia,2023,09,4.9
District of Columbia,2023,10,5.0
District of Columbia,2023,11,5.0
District of Columbia,2023,12,5.1
District of Columbia,2024,01,5.1
District of Columbia,2024,02,5.1
District of Columbia,2024,03,5.1
District of Columbia,2024,04,5.2
District of Columbia,2024,05,5.2
District of Columbia,2024,06,5.3
District of Columbia,2024,07,5.4
District of Columbia,2024,08,5.4
District of Columbia,2024,09,5.4
District of Columbia,2024,10,5.4
District of Columbia,2024,11,5.5
District of Columbia,2024,12,5.6
District of Columbia,2025,01,5.7
District of Columbia,2025,02,5.9
District of Columbia,2025,03,6.0
District of Columbia,2025,04,6.1
District of Columbia,2025,05,6.1
District of Columbia,2025,06,6.2
District of Columbia,2025,07,6.3
District of Columbia,2025,08,6.5
District of Columbia,2025,09,6.6
District of Columbia,2025,10,-
District of Columbia,2025,11,6.7
District of Columbia,2025,12,6.7
Florida,2016,01,5.1
Florida,2016,02,5.0
Florida,2016,03,4.9
Florida,2016,04,4.9
Florida,2016,05,4.9
Florida,2016,06,4.9
Florida,2016,07,4.9
Florida,2016,08,4.9
Florida,2016,09,4.9
Florida,2016,10,4.9
Florida,2016,11,4.8
Florida,2016,12,4.8
Florida,2017,01,4.7
Florida,2017,02,4.6
Florida,2017,03,4.5
Florida,2017,04,4.4
Florida,2017,05,4.3
Florida,2017,06,4.2
Florida,2017,07,4.2
Florida,2017,08,4.2
Florida,2017,09,4.1
Florida,2017,10,4.1
Florida,2017,11,4.1
Florida,2017,12,4.0
Florida,2018,01,3.9
Florida,2018,02,3.9
Florida,2018,03,3.8
Florida,2018,04,3.7
Florida,2018,05,3.7
Florida,2018,06,3.6
Florida,2018,07,3.6
Florida,2018,08,3.5
Florida,2018,09,3.5
Florida,2018,10,3.5
Florida,2018,11,3.5
Florida,2018,12,3.5
Florida,2019,01,3.5
Florida,2019,02,3.4
Florida,2019,03,3.4
Florida,2019,04,3.3
Florida,2019,05,3.3
Florida,2019,06,3.2
Florida,2019,07,3.2
Florida,2019,08,3.2
Florida,2019,09,3.2
Florida,2019,10,3.1
Florida,2019,11,3.1
Florida,2019,12,3.0
Florida,2020,01,3.0
Florida,2020,02,3.0
Florida,2020,03,4.0
Florida,2020,04,13.3
Florida,2020,05,14.1
Florida,2020,06,11.6
Florida,2020,07,11.6
Florida,2020,08,8.6
Florida,2020,09,8.0
Florida,2020,10,6.9
Florida,2020,11,6.5
Florida,2020,12,6.2
Florida,2021,01,5.8
Florida,2021,02,5.5
Florida,2021,03,5.4
Florida,2021,04,5.2
Florida,2021,05,5.0
Florida,2021,06,5.0
Florida,2021,07,4.7
Florida,2021,08,4.5
Florida,2021,09,4.2
Florida,2021,10,4.0
Florida,2021,11,3.8
Florida,2021,12,3.6
Florida,2022,01,3.5
Florida,2022,02,3.3
Florida,2022,03,3.2
Florida,2022,04,3.1
Florida,2022,05,3.0
Florida,2022,06,2.9
Florida,2022,07,2.9
Florida,2022,08,2.8
Florida,2022,09,2.8
Florida,2022,10,2.9
Florida,2022,11,2.9
Florida,2022,12,2.8
Florida,2023,01,2.8
Florida,2023,02,2.8
Florida,2023,03,2.8
Florida,2023,04,2.8
Florida,2023,05,2.8
Florida,2023,06,2.9
Florida,2023,07,2.9
Florida,2023,08,3.0
Florida,2023,09,3.0
Florida,2023,10,3.1
Florida,2023,11,3.1
Florida,2023,12,3.1
Florida,2024,01,3.1
Florida,2024,02,3.2
Florida,2024,03,3.2
Florida,2024,04,3.3
Florida,2024,05,3.3
Florida,2024,06,3.4
Florida,2024,07,3.4
Florida,2024,08,3.4
Florida,2024,09,3.5
Florida,2024,10,3.5
Florida,2024,11,3.5
Florida,2024,12,3.5
Florida,2025,01,3.5
Florida,2025,02,3.6
Florida,2025,03,3.6
Florida,2025,04,3.7
Florida,2025,05,3.7
Florida,2025,06,3.8
Florida,2025,07,3.9
Florida,2025,08,4.0
Florida,2025,09,4.2
Florida,2025,10,-
Florida,2025,11,4.3
Florida,2025,12,4.3
Georgia,2016,01,5.7
Georgia,2016,02,5.6
Georgia,2016,03,5.5
Georgia,2016,04,5.5
Georgia,2016,05,5.4
Georgia,2016,06,5.4
Georgia,2016,07,5.4
Georgia,2016,08,5.4
Georgia,2016,09,5.4
Georgia,2016,10,5.4
Georgia,2016,11,5.4
Georgia,2016,12,5.3
Georgia,2017,01,5.2
Georgia,2017,02,5.1
Georgia,2017,03,5.0
Georgia,2017,04,4.9
Georgia,2017,05,4.9
Georgia,2017,06,4.8
Georgia,2017,07,4.7
Georgia,2017,08,4.6
Georgia,2017,09,4.6
Georgia,2017,10,4.5
Georgia,2017,11,4.4
Georgia,2017,12,4.4
Georgia,2018,01,4.3
Georgia,2018,02,4.2
Georgia,2018,03,4.2
Georgia,2018,04,4.1
Georgia,2018,05,4.0
Georgia,2018,06,4.0
Georgia,2018,07,3.9
Georgia,2018,08,3.9
Georgia,2018,09,3.9
Georgia,2018,10,3.9
Georgia,2018,11,3.9
Georgia,2018,12,3.9
Georgia,2019,01,3.9
Georgia,2019,02,3.8
Georgia,2019,03,3.7
Georgia,2019,04,3.7
Georgia,2019,05,3.6
Georgia,2019,06,3.6
Georgia,2019,07,3.6
Georgia,2019,08,3.5
Georgia,2019,09,3.5
Georgia,2019,10,3.4
Georgia,2019,11,3.4
Georgia,2019,12,3.5
Georgia,2020,01,3.6
Georgia,2020,02,3.6
Georgia,2020,03,3.7
Georgia,2020,04,12.5
Georgia,2020,05,9.8
Georgia,2020,06,8.4
Georgia,2020,07,7.7
Georgia,2020,08,6.8
Georgia,2020,09,6.5
Georgia,2020,10,5.6
Georgia,2020,11,5.3
Georgia,2020,12,5.1
Georgia,2021,01,4.9
Georgia,2021,02,4.6
Georgia,2021,03,4.5
Georgia,2021,04,4.3
Georgia,2021,05,4.1
Georgia,2021,06,4.0
Georgia,2021,07,3.8
Georgia,2021,08,3.6
Georgia,2021,09,3.5
Georgia,2021,10,3.3
Georgia,2021,11,3.2
Georgia,2021,12,3.2
Georgia,2022,01,3.1
Georgia,2022,02,3.1
Georgia,2022,03,3.0
Georgia,2022,04,3.0
Georgia,2022,05,3.0
Georgia,2022,06,3.1
Georgia,2022,07,3.1
Georgia,2022,08,3.2
Georgia,2022,09,3.2
Georgia,2022,10,3.2
Georgia,2022,11,3.2
Georgia,2022,12,3.2
Georgia,2023,01,3.2
Georgia,2023,02,3.2
Georgia,2023,03,3.2
Georgia,2023,04,3.2
Georgia,2023,05,3.2
Georgia,2023,06,3.2
Georgia,2023,07,3.2
Georgia,2023,08,3.3
Georgia,2023,09,3.3
Georgia,2023,10,3.3
Georgia,2023,11,3.2
Georgia,2023,12,3.2
Georgia,2024,01,3.2
Georgia,2024,02,3.2
Georgia,2024,03,3.3
Georgia,2024,04,3.4
Georgia,2024,05,3.4
Georgia,2024,06,3.5
Georgia,2024,07,3.5
Georgia,2024,08,3.5
Georgia,2024,09,3.5
Georgia,2024,10,3.5
Georgia,2024,11,3.4
Georgia,2024,12,3.4
Georgia,2025,01,3.4
Georgia,2025,02,3.4
Georgia,2025,03,3.4
Georgia,2025,04,3.3
Georgia,2025,05,3.3
Georgia,2025,06,3.3
Georgia,2025,07,3.3
Georgia,2025,08,3.4
Georgia,2025,09,3.4
Georgia,2025,10,-
Georgia,2025,11,3.5
Georgia,2025,12,3.5
Hawaii,2016,01,3.1
Hawaii,2016,02,3.1
Hawaii,2016,03,3.0
Hawaii,2016,04,3.0
Hawaii,2016,05,3.0
Hawaii,2016,06,3.0
Hawaii,2016,07,2.9
Hawaii,2016,08,2.9
Hawaii,2016,09,2.8
Hawaii,2016,10,2.8
Hawaii,2016,11,2.7
Hawaii,2016,12,2.6
Hawaii,2017,01,2.6
Hawaii,2017,02,2.5
Hawaii,2017,03,2.5
Hawaii,2017,04,2.4
Hawaii,2017,05,2.3
Hawaii,2017,06,2.2
Hawaii,2017,07,2.2
Hawaii,2017,08,2.1
Hawaii,2017,09,2.0
Hawaii,2017,10,2.0
Hawaii,2017,11,2.0
Hawaii,2017,12,2.0
Hawaii,2018,01,2.1
Hawaii,2018,02,2.1
Hawaii,2018,03,2.2
Hawaii,2018,04,2.2
Hawaii,2018,05,2.3
Hawaii,2018,06,2.4
Hawaii,2018,07,2.4
Hawaii,2018,08,2.5
Hawaii,2018,09,2.6
Hawaii,2018,10,2.6
Hawaii,2018,11,2.7
Hawaii,2018,12,2.7
Hawaii,2019,01,2.8
Hawaii,2019,02,2.7
Hawaii,2019,03,2.7
Hawaii,2019,04,2.6
Hawaii,2019,05,2.6
Hawaii,2019,06,2.5
Hawaii,2019,07,2.5
Hawaii,2019,08,2.4
Hawaii,2019,09,2.4
Hawaii,2019,10,2.4
Hawaii,2019,11,2.3
Hawaii,2019,12,2.2
Hawaii,2020,01,2.2
Hawaii,2020,02,2.2
Hawaii,2020,03,2.1
Hawaii,2020,04,22.5
Hawaii,2020,05,20.7
Hawaii,2020,06,17.3
Hawaii,2020,07,15.6
Hawaii,2020,08,13.0
Hawaii,2020,09,13.3
Hawaii,2020,10,11.3
Hawaii,2020,11,10.5
Hawaii,2020,12,10.2
Hawaii,2021,01,9.5
Hawaii,2021,02,9.1
Hawaii,2021,03,8.4
Hawaii,2021,04,7.8
Hawaii,2021,05,6.9
Hawaii,2021,06,6.3
Hawaii,2021,07,5.4
Hawaii,2021,08,4.7
Hawaii,2021,09,3.9
Hawaii,2021,10,3.3
Hawaii,2021,11,3.2
Hawaii,2021,12,3.1
Hawaii,2022,01,3.1
Hawaii,2022,02,3.2
Hawaii,2022,03,3.2
Hawaii,2022,04,3.3
Hawaii,2022,05,3.3
Hawaii,2022,06,3.3
Hawaii,2022,07,3.3
Hawaii,2022,08,3.3
Hawaii,2022,09,3.3
Hawaii,2022,10,3.3
Hawaii,2022,11,3.2
Hawaii,2022,12,3.1
Hawaii,2023,01,3.1
Hawaii,2023,02,3.0
Hawaii,2023,03,2.9
Hawaii,2023,04,2.8
Hawaii,2023,05,2.8
Hawaii,2023,06,2.8
Hawaii,2023,07,2.8
Hawaii,2023,08,2.8
Hawaii,2023,09,2.8
Hawaii,2023,10,2.8
Hawaii,2023,11,2.9
Hawaii,2023,12,2.9
Hawaii,2024,01,2.8
Hawaii,2024,02,2.8
Hawaii,2024,03,2.8
Hawaii,2024,04,2.8
Hawaii,2024,05,2.8
Hawaii,2024,06,2.8
Hawaii,2024,07,2.8
Hawaii,2024,08,2.8
Hawaii,2024,09,2.8
Hawaii,2024,10,2.7
Hawaii,2024,11,2.7
Hawaii,2024,12,2.6
Hawaii,2025,01,2.6
Hawaii,2025,02,2.6
Hawaii,2025,03,2.5
Hawaii,2025,04,2.5
Hawaii,2025,05,2.4
Hawaii,2025,06,2.3
Hawaii,2025,07,2.2
Hawaii,2025,08,2.1
Hawaii,2025,09,2.1
Hawaii,2025,10,-
Hawaii,2025,11,2.2
Hawaii,2025,12,2.2
Idaho,2016,01,3.8
Idaho,2016,02,3.8
Idaho,2016,03,3.8
Idaho,2016,04,3.8
Idaho,2016,05,3.7
Idaho,2016,06,3.7
Idaho,2016,07,3.7
Idaho,2016,08,3.7
Idaho,2016,09,3.7
Idaho,2016,10,3.7
Idaho,2016,11,3.6
Idaho,2016,12,3.5
Idaho,2017,01,3.5
Idaho,2017,02,3.4
Idaho,2017,03,3.3
Idaho,2017,04,3.2
Idaho,2017,05,3.1
Idaho,2017,06,3.1
Idaho,2017,07,3.1
Idaho,2017,08,3.1
Idaho,2017,09,3.1
Idaho,2017,10,3.1
Idaho,2017,11,3.1
Idaho,2017,12,3.1
Idaho,2018,01,3.0
Idaho,2018,02,2.9
Idaho,2018,03,2.9
Idaho,2018,04,2.8
Idaho,2018,05,2.8
Idaho,2018,06,2.8
Idaho,2018,07,2.8
Idaho,2018,08,2.8
Idaho,2018,09,2.8
Idaho,2018,10,2.9
Idaho,2018,11,3.0
Idaho,2018,12,3.0
Idaho,2019,01,3.0
Idaho,2019,02,3.0
Idaho,2019,03,2.9
Idaho,2019,04,2.9
Idaho,2019,05,2.8
Idaho,2019,06,2.8
Idaho,2019,07,2.9
Idaho,2019,08,2.9
Idaho,2019,09,2.9
Idaho,2019,10,2.9
Idaho,2019,11,2.8
Idaho,2019,12,2.8
Idaho,2020,01,2.8
Idaho,2020,02,2.8
Idaho,2020,03,2.8
Idaho,2020,04,11.8
Idaho,2020,05,9.1
Idaho,2020,06,7.5
Idaho,2020,07,6.6
Idaho,2020,08,5.4
Idaho,2020,09,5.0
Idaho,2020,10,4.4
Idaho,2020,11,4.2
Idaho,2020,12,4.2
Idaho,2021,01,4.1
Idaho,2021,02,4.1
Idaho,2021,03,4.0
Idaho,2021,04,3.9
Idaho,2021,05,3.7
Idaho,2021,06,3.6
Idaho,2021,07,3.5
Idaho,2021,08,3.4
Idaho,2021,09,3.3
Idaho,2021,10,3.1
Idaho,2021,11,3.0
Idaho,2021,12,2.9
Idaho,2022,01,2.8
Idaho,2022,02,2.7
Idaho,2022,03,2.7
Idaho,2022,04,2.7
Idaho,2022,05,2.8
Idaho,2022,06,2.8
Idaho,2022,07,2.9
Idaho,2022,08,2.9
Idaho,2022,09,3.0
Idaho,2022,10,3.0
Idaho,2022,11,3.0
Idaho,2022,12,3.0
Idaho,2023,01,3.0
Idaho,2023,02,3.0
Idaho,2023,03,3.0
Idaho,2023,04,3.0
Idaho,2023,05,3.1
Idaho,2023,06,3.1
Idaho,2023,07,3.2
Idaho,2023,08,3.3
Idaho,2023,09,3.3
Idaho,2023,10,3.4
Idaho,2023,11,3.4
Idaho,2023,12,3.4
Idaho,2024,01,3.4
Idaho,2024,02,3.5
Idaho,2024,03,3.5
Idaho,2024,04,3.5
Idaho,2024,05,3.6
Idaho,2024,06,3.6
Idaho,2024,07,3.6
Idaho,2024,08,3.6
Idaho,2024,09,3.6
Idaho,2024,10,3.6
Idaho,2024,11,3.6
Idaho,2024,12,3.7
Idaho,2025,01,3.7
Idaho,2025,02,3.7
Idaho,2025,03,3.6
Idaho,2025,04,3.6
Idaho,2025,05,3.6
Idaho,2025,06,3.6
Idaho,2025,07,3.6
Idaho,2025,08,3.6
Idaho,2025,09,3.6
Idaho,2025,10,-
Idaho,2025,11,3.6
Idaho,2025,12,3.6
Illinois,2016,01,6.2
Illinois,2016,02,6.2
Illinois,2016,03,6.2
Illinois,2016,04,6.1
Illinois,2016,05,6.0
Illinois,2016,06,5.9
Illinois,2016,07,5.8
Illinois,2016,08,5.8
Illinois,2016,09,5.7
Illinois,2016,10,5.7
Illinois,2016,11,5.6
Illinois,2016,12,5.4
Illinois,2017,01,5.3
Illinois,2017,02,5.1
Illinois,2017,03,5.0
Illinois,2017,04,5.0
Illinois,2017,05,4.9
Illinois,2017,06,4.9
Illinois,2017,07,5.0
Illinois,2017,08,5.0
Illinois,2017,09,4.9
Illinois,2017,10,4.9
Illinois,2017,11,4.8
Illinois,2017,12,4.7
Illinois,2018,01,4.5
Illinois,2018,02,4.4
Illinois,2018,03,4.4
Illinois,2018,04,4.3
Illinois,2018,05,4.3
Illinois,2018,06,4.3
Illinois,2018,07,4.3
Illinois,2018,08,4.3
Illinois,2018,09,4.4
Illinois,2018,10,4.4
Illinois,2018,11,4.5
Illinois,2018,12,4.6
Illinois,2019,01,4.6
Illinois,2019,02,4.5
Illinois,2019,03,4.4
Illinois,2019,04,4.2
Illinois,2019,05,4.0
Illinois,2019,06,3.9
Illinois,2019,07,3.8
Illinois,2019,08,3.7
Illinois,2019,09,3.7
Illinois,2019,10,3.7
Illinois,2019,11,3.6
Illinois,2019,12,3.6
Illinois,2020,01,3.7
Illinois,2020,02,3.8
Illinois,2020,03,5.1
Illinois,2020,04,18.3
Illinois,2020,05,14.7
Illinois,2020,06,12.6
Illinois,2020,07,11.4
Illinois,2020,08,9.7
Illinois,2020,09,9.1
Illinois,2020,10,8.2
Illinois,2020,11,7.8
Illinois,2020,12,7.6
Illinois,2021,01,7.2
Illinois,2021,02,7.0
Illinois,2021,03,6.8
Illinois,2021,04,6.7
Illinois,2021,05,6.6
Illinois,2021,06,6.4
Illinois,2021,07,6.2
Illinois,2021,08,5.9
Illinois,2021,09,5.5
Illinois,2021,10,5.2
Illinois,2021,11,4.9
Illinois,2021,12,4.8
Illinois,2022,01,4.7
Illinois,2022,02,4.7
Illinois,2022,03,4.6
Illinois,2022,04,4.6
Illinois,2022,05,4.6
Illinois,2022,06,4.5
Illinois,2022,07,4.5
Illinois,2022,08,4.5
Illinois,2022,09,4.5
Illinois,2022,10,4.6
Illinois,2022,11,4.5
Illinois,2022,12,4.5
Illinois,2023,01,4.4
Illinois,2023,02,4.3
Illinois,2023,03,4.2
Illinois,2023,04,4.2
Illinois,2023,05,4.2
Illinois,2023,06,4.3
Illinois,2023,07,4.4
Illinois,2023,08,4.6
Illinois,2023,09,4.7
Illinois,2023,10,4.8
Illinois,2023,11,4.8
Illinois,2023,12,4.8
Illinois,2024,01,4.9
Illinois,2024,02,4.9
Illinois,2024,03,5.0
Illinois,2024,04,5.1
Illinois,2024,05,5.1
Illinois,2024,06,5.1
Illinois,2024,07,5.1
Illinois,2024,08,5.1
Illinois,2024,09,5.0
Illinois,2024,10,4.9
Illinois,2024,11,4.8
Illinois,2024,12,4.8
Illinois,2025,01,4.7
Illinois,2025,02,4.7
Illinois,2025,03,4.6
Illinois,2025,04,4.5
Illinois,2025,05,4.4
Illinois,2025,06,4.3
Illinois,2025,07,4.3
Illinois,2025,08,4.3
Illinois,2025,09,4.5
Illinois,2025,10,-
Illinois,2025,11,4.7
Illinois,2025,12,4.7
Indiana,2016,01,4.6
Indiana,2016,02,4.7
Indiana,2016,03,4.6
Indiana,2016,04,4.6
Indiana,2016,05,4.5
Indiana,2016,06,4.5
Indiana,2016,07,4.4
Indiana,2016,08,4.3
Indiana,2016,09,4.2
Indiana,2016,10,4.2
Indiana,2016,11,4.1
Indiana,2016,12,4.0
Indiana,2017,01,3.9
Indiana,2017,02,3.7
Indiana,2017,03,3.6
Indiana,2017,04,3.5
Indiana,2017,05,3.4
Indiana,2017,06,3.5
Indiana,2017,07,3.5
Indiana,2017,08,3.5
Indiana,2017,09,3.5
Indiana,2017,10,3.5
Indiana,2017,11,3.4
Indiana,2017,12,3.3
Indiana,2018,01,3.3
Indiana,2018,02,3.3
Indiana,2018,03,3.3
Indiana,2018,04,3.4
Indiana,2018,05,3.4
Indiana,2018,06,3.4
Indiana,2018,07,3.4
Indiana,2018,08,3.5
Indiana,2018,09,3.5
Indiana,2018,10,3.5
Indiana,2018,11,3.6
Indiana,2018,12,3.6
Indiana,2019,01,3.5
Indiana,2019,02,3.5
Indiana,2019,03,3.4
Indiana,2019,04,3.3
Indiana,2019,05,3.2
Indiana,2019,06,3.2
Indiana,2019,07,3.2
Indiana,2019,08,3.3
Indiana,2019,09,3.3
Indiana,2019,10,3.3
Indiana,2019,11,3.3
Indiana,2019,12,3.3
Indiana,2020,01,3.4
Indiana,2020,02,3.5
Indiana,2020,03,3.6
Indiana,2020,04,16.9
Indiana,2020,05,12.5
Indiana,2020,06,10.3
Indiana,2020,07,8.9
Indiana,2020,08,7.2
Indiana,2020,09,6.5
Indiana,2020,10,5.6
Indiana,2020,11,5.2
Indiana,2020,12,5.0
Indiana,2021,01,4.7
Indiana,2021,02,4.6
Indiana,2021,03,4.5
Indiana,2021,04,4.4
Indiana,2021,05,4.2
Indiana,2021,06,4.1
Indiana,2021,07,3.9
Indiana,2021,08,3.7
Indiana,2021,09,3.5
Indiana,2021,10,3.3
Indiana,2021,11,3.1
Indiana,2021,12,3.0
Indiana,2022,01,3.0
Indiana,2022,02,2.9
Indiana,2022,03,2.9
Indiana,2022,04,3.0
Indiana,2022,05,3.0
Indiana,2022,06,3.0
Indiana,2022,07,3.1
Indiana,2022,08,3.1
Indiana,2022,09,3.1
Indiana,2022,10,3.2
Indiana,2022,11,3.2
Indiana,2022,12,3.3
Indiana,2023,01,3.3
Indiana,2023,02,3.3
Indiana,2023,03,3.3
Indiana,2023,04,3.3
Indiana,2023,05,3.3
Indiana,2023,06,3.4
Indiana,2023,07,3.4
Indiana,2023,08,3.4
Indiana,2023,09,3.5
Indiana,2023,10,3.5
Indiana,2023,11,3.6
Indiana,2023,12,3.7
Indiana,2024,01,3.7
Indiana,2024,02,3.8
Indiana,2024,03,3.9
Indiana,2024,04,4.0
Indiana,2024,05,4.1
Indiana,2024,06,4.1
Indiana,2024,07,4.1
Indiana,2024,08,4.2
Indiana,2024,09,4.2
Indiana,2024,10,4.1
Indiana,2024,11,4.1
Indiana,2024,12,4.0
Indiana,2025,01,3.9
Indiana,2025,02,3.8
Indiana,2025,03,3.7
Indiana,2025,04,3.7
Indiana,2025,05,3.7
Indiana,2025,06,3.7
Indiana,2025,07,3.7
Indiana,2025,08,3.7
Indiana,2025,09,3.7
Indiana,2025,10,-
Indiana,2025,11,3.5
Indiana,2025,12,3.5
Iowa,2016,01,3.6
Iowa,2016,02,3.6
Iowa,2016,03,3.6
Iowa,2016,04,3.6
Iowa,2016,05,3.6
Iowa,2016,06,3.7
Iowa,2016,07,3.7
Iowa,2016,08,3.7
Iowa,2016,09,3.6
Iowa,2016,10,3.6
Iowa,2016,11,3.5
Iowa,2016,12,3.4
Iowa,2017,01,3.3
Iowa,2017,02,3.3
Iowa,2017,03,3.2
Iowa,2017,04,3.1
Iowa,2017,05,3.1
Iowa,2017,06,3.1
Iowa,2017,07,3.1
Iowa,2017,08,3.1
Iowa,2017,09,3.0
Iowa,2017,10,3.0
Iowa,2017,11,2.9
Iowa,2017,12,2.9
Iowa,2018,01,2.8
Iowa,2018,02,2.7
Iowa,2018,03,2.7
Iowa,2018,04,2.6
Iowa,2018,05,2.5
Iowa,2018,06,2.5
Iowa,2018,07,2.5
Iowa,2018,08,2.5
Iowa,2018,09,2.5
Iowa,2018,10,2.5
Iowa,2018,11,2.6
Iowa,2018,12,2.6
Iowa,2019,01,2.6
Iowa,2019,02,2.6
Iowa,2019,03,2.6
Iowa,2019,04,2.6
Iowa,2019,05,2.6
Iowa,2019,06,2.7
Iowa,2019,07,2.7
Iowa,2019,08,2.7
Iowa,2019,09,2.7
Iowa,2019,10,2.7
Iowa,2019,11,2.7
Iowa,2019,12,2.7
Iowa,2020,01,2.7
Iowa,2020,02,2.7
Iowa,2020,03,2.7
Iowa,2020,04,11.0
Iowa,2020,05,8.5
Iowa,2020,06,6.8
Iowa,2020,07,6.0
Iowa,2020,08,5.0
Iowa,2020,09,4.6
Iowa,2020,10,4.2
Iowa,2020,11,4.2
Iowa,2020,12,4.2
Iowa,2021,01,4.1
Iowa,2021,02,4.2
Iowa,2021,03,4.3
Iowa,2021,04,4.4
Iowa,2021,05,4.4
Iowa,2021,06,4.3
Iowa,2021,07,4.1
Iowa,2021,08,3.9
Iowa,2021,09,3.6
Iowa,2021,10,3.3
Iowa,2021,11,3.1
Iowa,2021,12,2.9
Iowa,2022,01,2.8
Iowa,2022,02,2.7
Iowa,2022,03,2.6
Iowa,2022,04,2.6
Iowa,2022,05,2.6
Iowa,2022,06,2.7
Iowa,2022,07,2.8
Iowa,2022,08,3.0
Iowa,2022,09,3.1
Iowa,2022,10,3.1
Iowa,2022,11,3.1
Iowa,2022,12,3.1
Iowa,2023,01,3.0
Iowa,2023,02,3.0
Iowa,2023,03,2.9
Iowa,2023,04,2.9
Iowa,2023,05,2.9
Iowa,2023,06,3.0
Iowa,2023,07,3.0
Iowa,2023,08,3.0
Iowa,2023,09,3.0
Iowa,2023,10,3.0
Iowa,2023,11,2.9
Iowa,2023,12,2.9
Iowa,2024,01,2.8
Iowa,2024,02,2.8
Iowa,2024,03,2.8
Iowa,2024,04,2.9
Iowa,2024,05,3.0
Iowa,2024,06,3.1
Iowa,2024,07,3.2
Iowa,2024,08,3.3
Iowa,2024,09,3.4
Iowa,2024,10,3.4
Iowa,2024,11,3.5
Iowa,2024,12,3.5
Iowa,2025,01,3.5
Iowa,2025,02,3.5
Iowa,2025,03,3.6
Iowa,2025,04,3.6
Iowa,2025,05,3.6
Iowa,2025,06,3.5
Iowa,2025,07,3.5
Iowa,2025,08,3.5
Iowa,2025,09,3.4
Iowa,2025,10,-
Iowa,2025,11,3.4
Iowa,2025,12,3.4
Kansas,2016,01,3.9
Kansas,2016,02,3.9
Kansas,2016,03,3.9
Kansas,2016,04,4.0
Kansas,2016,05,4.0
Kansas,2016,06,4.1
Kansas,2016,07,4.1
Kansas,2016,08,4.2
Kansas,2016,09,4.2
Kansas,2016,10,4.2
Kansas,2016,11,4.1
Kansas,2016,12,4.0
Kansas,2017,01,3.9
Kansas,2017,02,3.8
Kansas,2017,03,3.7
Kansas,2017,04,3.7
Kansas,2017,05,3.7
Kansas,2017,06,3.6
Kansas,2017,07,3.6
Kansas,2017,08,3.6
Kansas,2017,09,3.6
Kansas,2017,10,3.5
Kansas,2017,11,3.5
Kansas,2017,12,3.5
Kansas,2018,01,3.4
Kansas,2018,02,3.4
Kansas,2018,03,3.4
Kansas,2018,04,3.4
Kansas,2018,05,3.3
Kansas,2018,06,3.3
Kansas,2018,07,3.2
Kansas,2018,08,3.2
Kansas,2018,09,3.2
Kansas,2018,10,3.3
Kansas,2018,11,3.3
Kansas,2018,12,3.3
Kansas,2019,01,3.3
Kansas,2019,02,3.3
Kansas,2019,03,3.2
Kansas,2019,04,3.2
Kansas,2019,05,3.1
Kansas,2019,06,3.1
Kansas,2019,07,3.1
Kansas,2019,08,3.1
Kansas,2019,09,3.1
Kansas,2019,10,3.1
Kansas,2019,11,3.1
Kansas,2019,12,3.1
Kansas,2020,01,3.1
Kansas,2020,02,3.1
Kansas,2020,03,3.1
Kansas,2020,04,12.1
Kansas,2020,05,9.2
Kansas,2020,06,7.5
Kansas,2020,07,6.7
Kansas,2020,08,5.8
Kansas,2020,09,5.4
Kansas,2020,10,4.9
Kansas,2020,11,4.6
Kansas,2020,12,4.4
Kansas,2021,01,4.1
Kansas,2021,02,3.9
Kansas,2021,03,3.8
Kansas,2021,04,3.7
Kansas,2021,05,3.7
Kansas,2021,06,3.7
Kansas,2021,07,3.5
Kansas,2021,08,3.4
Kansas,2021,09,3.1
